User_ID,Subscription_Type,Monthly_Revenue,Join_Date,Last_Payment_Date,Country,Age,Gender,Device,Plan_Duration
151,Basic,15,2022-12-12,2023-06-25,United States,30,Female,Laptop,1
152,Premium,14,2022-11-23,2023-06-27,Canada,33,Female,Tablet,1
153,Standard,11,2022-12-25,2023-06-24,United Kingdom,47,Male,Smartphone,1
154,Standard,11,2023-03-11,2023-06-27,Australia,27,Male,Laptop,1
155,Basic,14,2022-11-18,2023-06-27,Germany,28,Male,Tablet,1
156,Premium,15,2022-08-19,2023-06-25,France,47,Male,Smartphone,1
157,Standard,14,2022-09-27,2023-06-24,Brazil,30,Male,Laptop,1
158,Basic,13,2022-10-19,2023-06-28,Mexico,47,Female,Smartphone,1
159,Standard,10,2022-12-21,2023-06-26,Spain,51,Female,Smart TV,1
160,Premium,15,2022-10-27,2023-06-25,Italy,39,Male,Smartphone,1
161,Basic,10,2022-10-23,2023-06-24,United States,45,Male,Tablet,1
162,Premium,15,2022-04-19,2023-06-25,Canada,31,Male,Laptop,1
163,Standard,11,2022-04-05,2023-06-26,United Kingdom,29,Male,Laptop,1
164,Basic,11,2022-03-11,2023-06-26,Australia,42,Female,Tablet,1
165,Standard,14,2022-05-25,2023-06-25,Germany,49,Male,Tablet,1
166,Premium,13,2022-04-16,2023-06-26,France,42,Male,Laptop,1
167,Basic,13,2022-04-07,2023-06-24,Brazil,29,Male,Smartphone,1
168,Standard,10,2022-12-11,2023-06-28,Mexico,29,Male,Tablet,1
169,Premium,12,2023-01-20,2023-06-26,Spain,49,Male,Tablet,1
170,Basic,14,2023-01-12,2023-06-25,Italy,32,Male,Laptop,1
171,Premium,11,2022-04-29,2023-06-24,United States,35,Female,Tablet,1
172,Basic,12,2022-04-27,2023-06-26,Canada,39,Female,Smartphone,1
173,Standard,15,2022-06-03,2023-06-25,United Kingdom,40,Male,Smartphone,1
174,Standard,14,2022-04-23,2023-06-25,Australia,39,Female,Tablet,1
175,Basic,10,2022-04-22,2023-06-26,Germany,47,Female,Laptop,1
176,Premium,13,2022-04-12,2023-06-25,France,37,Female,Smart TV,1
177,Basic,15,2022-05-23,2023-06-26,Brazil,27,Female,Smartphone,1
178,Standard,13,2022-10-19,2023-06-26,Mexico,49,Female,Laptop,1
179,Premium,10,2022-12-03,2023-06-26,Spain,30,Female,Tablet,1
180,Basic,14,2022-09-26,2023-06-25,Italy,36,Male,Laptop,1
181,Premium,15,2022-06-16,2023-06-27,United States,33,Male,Smartphone,1
182,Basic,13,2022-05-16,2023-06-25,Canada,30,Female,Laptop,1
183,Standard,15,2022-05-26,2023-06-26,United Kingdom,36,Female,Tablet,1
184,Standard,13,2022-04-26,2023-06-25,Australia,28,Female,Laptop,1
185,Basic,11,2022-05-12,2023-06-25,Germany,47,Female,Tablet,1
186,Premium,12,2022-03-01,2023-06-25,France,33,Female,Smart TV,1
187,Basic,13,2022-07-10,2023-06-24,Brazil,49,Female,Laptop,1
188,Standard,15,2022-07-16,2023-06-27,Mexico,44,Female,Smart TV,1
189,Premium,13,2022-09-02,2023-06-26,Spain,47,Male,Smart TV,1
190,Basic,11,2022-09-18,2023-06-26,Italy,37,Female,Tablet,1
191,Premium,10,2022-07-08,2023-06-25,United States,46,Male,Laptop,1
192,Basic,14,2022-06-26,2023-06-27,Canada,50,Female,Smartphone,1
193,Standard,11,2022-08-05,2023-06-25,United Kingdom,50,Male,Laptop,1
194,Standard,14,2022-08-19,2023-06-27,Australia,37,Male,Laptop,1
195,Basic,11,2022-08-26,2023-06-24,Germany,50,Female,Smartphone,1
196,Premium,13,2022-06-09,2023-06-24,France,45,Female,Smart TV,1
197,Basic,14,2022-09-27,2023-06-23,Brazil,45,Male,Tablet,1
198,Standard,10,2022-10-18,2023-06-27,Mexico,49,Female,Laptop,1
199,Premium,14,2022-10-31,2023-06-25,Spain,39,Female,Tablet,1
200,Basic,11,2022-10-13,2023-06-25,Italy,45,Female,Tablet,1
201,Premium,11,2022-07-04,2023-06-27,United States,49,Female,Smart TV,1
202,Basic,12,2022-06-26,2023-06-27,Canada,31,Female,Tablet,1
203,Standard,13,2022-07-31,2023-06-24,United Kingdom,42,Female,Smart TV,1
204,Standard,12,2022-07-27,2023-06-24,Australia,37,Male,Smartphone,1
205,Basic,12,2022-07-30,2023-06-25,Germany,30,Male,Smart TV,1
206,Premium,11,2022-08-06,2023-06-25,France,40,Male,Smartphone,1
207,Basic,15,2022-09-16,2023-06-24,Brazil,45,Female,Smartphone,1
208,Standard,15,2023-01-05,2023-06-23,Mexico,36,Female,Tablet,1
209,Premium,11,2022-12-10,2023-06-24,Spain,41,Male,Laptop,1
210,Basic,14,2022-11-22,2023-06-26,Italy,49,Female,Laptop,1
211,Premium,15,2022-11-15,2023-06-27,United States,40,Male,Tablet,1
212,Basic,11,2022-10-28,2023-06-26,Canada,36,Male,Smart TV,1
213,Standard,12,2022-09-08,2023-06-24,United Kingdom,49,Female,Smart TV,1
214,Standard,13,2022-06-30,2023-06-28,Australia,43,Female,Laptop,1
215,Basic,13,2022-09-02,2023-06-27,Germany,50,Female,Smartphone,1
216,Premium,14,2022-10-08,2023-06-24,France,51,Female,Smart TV,1
217,Basic,15,2022-11-13,2023-06-25,Brazil,44,Male,Smart TV,1
218,Standard,12,2022-11-15,2023-06-28,Mexico,27,Male,Tablet,1
219,Premium,12,2022-11-16,2023-06-25,Spain,46,Female,Smartphone,1
220,Basic,12,2022-11-26,2023-06-27,Italy,29,Male,Tablet,1
221,Basic,12,2022-11-26,2023-06-25,United States,47,Male,Smartphone,1
222,Basic,10,2022-12-12,2023-06-26,Canada,48,Female,Smartphone,1
223,Standard,12,2023-01-08,2023-06-25,United Kingdom,34,Female,Smartphone,1
224,Premium,15,2022-11-27,2023-06-29,Australia,40,Female,Smartphone,1
225,Basic,14,2022-10-11,2023-06-27,Germany,48,Female,Smartphone,1
226,Basic,10,2022-09-27,2023-06-26,France,35,Male,Smartphone,1
227,Premium,12,2022-09-30,2023-06-24,Brazil,51,Female,Smartphone,1
228,Standard,10,2022-11-04,2023-06-27,Mexico,39,Male,Smart TV,1
229,Standard,13,2022-11-04,2023-06-27,Spain,29,Male,Smartphone,1
230,Basic,12,2022-10-30,2023-06-26,Italy,51,Male,Laptop,1
231,Premium,11,2022-10-29,2023-06-24,United States,43,Male,Smartphone,1
232,Standard,11,2022-08-30,2023-06-27,Canada,28,Male,Smartphone,1
233,Basic,15,2022-07-07,2023-06-26,United Kingdom,50,Female,Smart TV,1
234,Standard,14,2022-05-26,2023-06-27,Australia,44,Female,Laptop,1
235,Premium,11,2022-05-17,2023-06-25,Germany,50,Male,Laptop,1
236,Basic,11,2022-05-08,2023-06-26,France,39,Female,Smartphone,1
237,Premium,13,2022-07-07,2023-06-25,Brazil,46,Female,Tablet,1
238,Standard,15,2022-07-17,2023-06-28,Mexico,48,Male,Smartphone,1
239,Basic,15,2022-12-23,2023-06-26,Spain,38,Male,Smart TV,1
240,Standard,13,2022-06-27,2023-06-26,Italy,38,Male,Smartphone,1
241,Premium,13,2022-05-31,2023-06-27,United States,47,Male,Laptop,1
242,Basic,12,2022-06-02,2023-06-26,Canada,37,Male,Laptop,1
243,Standard,11,2022-05-25,2023-06-27,United Kingdom,33,Male,Laptop,1
244,Premium,15,2022-04-26,2023-06-26,Australia,28,Male,Smartphone,1
245,Basic,13,2022-04-20,2023-06-26,Germany,47,Male,Smart TV,1
246,Premium,11,2022-05-03,2023-06-25,France,38,Female,Smartphone,1
247,Basic,12,2022-07-07,2023-06-27,Brazil,27,Male,Smart TV,1
248,Standard,13,2022-09-15,2023-06-26,Mexico,34,Male,Smartphone,1
249,Standard,14,2022-09-16,2023-06-27,Spain,42,Female,Smartphone,1
250,Basic,14,2022-08-09,2023-06-26,Italy,28,Male,Laptop,1
251,Premium,15,2022-06-25,2023-06-27,United States,30,Male,Laptop,1
252,Basic,11,2022-05-30,2023-06-26,Canada,38,Female,Smartphone,1
253,Standard,15,2022-05-21,2023-06-25,United Kingdom,45,Female,Tablet,1
254,Premium,12,2022-05-20,2023-06-27,Australia,48,Female,Smart TV,1
255,Basic,13,2022-05-20,2023-06-26,Germany,46,Female,Smart TV,1
256,Premium,12,2022-05-30,2023-06-26,France,34,Male,Tablet,1
257,Basic,13,2022-06-17,2023-06-25,Brazil,46,Male,Laptop,1
258,Standard,11,2022-07-16,2023-06-28,Mexico,41,Female,Smartphone,1
259,Standard,15,2022-08-05,2023-06-26,Spain,28,Male,Smartphone,1
260,Basic,10,2022-07-17,2023-06-26,Italy,27,Female,Smartphone,1
261,Premium,13,2022-07-04,2023-06-25,United States,27,Female,Smart TV,1
262,Basic,12,2022-07-13,2023-06-26,Canada,28,Female,Tablet,1
263,Standard,15,2022-07-25,2023-06-24,United Kingdom,46,Male,Smartphone,1
264,Premium,10,2022-08-09,2023-06-27,Australia,51,Male,Smartphone,1
265,Basic,11,2022-08-05,2023-06-25,Germany,32,Female,Smart TV,1
266,Premium,10,2022-08-17,2023-06-26,France,44,Male,Tablet,1
267,Basic,11,2022-09-08,2023-06-27,Brazil,44,Female,Laptop,1
268,Standard,13,2022-10-16,2023-06-28,Mexico,34,Female,Smart TV,1
269,Standard,13,2022-10-15,2023-06-25,Spain,29,Female,Laptop,1
270,Basic,12,2022-09-04,2023-06-25,Italy,47,Male,Smart TV,1
271,Premium,14,2022-08-20,2023-06-26,United States,41,Male,Laptop,1
272,Basic,10,2022-08-10,2023-06-26,Canada,36,Female,Smartphone,1
273,Standard,12,2022-08-02,2023-06-25,United Kingdom,28,Female,Laptop,1
274,Premium,10,2022-08-01,2023-06-24,Australia,27,Female,Tablet,1
275,Basic,15,2022-08-06,2023-06-25,Germany,34,Female,Laptop,1
276,Premium,14,2022-08-09,2023-06-25,France,34,Female,Smart TV,1
277,Basic,13,2022-09-12,2023-06-26,Brazil,37,Female,Tablet,1
278,Standard,14,2022-09-27,2023-06-26,Mexico,34,Female,Laptop,1
279,Standard,15,2022-11-12,2023-06-24,Spain,50,Female,Laptop,1
280,Basic,12,2022-11-13,2023-06-27,Italy,34,Female,Laptop,1
281,Premium,12,2022-11-02,2023-06-28,United States,33,Female,Smart TV,1
282,Basic,11,2022-10-30,2023-06-25,Canada,33,Male,Smart TV,1
283,Standard,15,2022-06-30,2023-06-26,United Kingdom,46,Male,Smartphone,1
284,Premium,14,2022-08-04,2023-06-28,Australia,39,Female,Smartphone,1
285,Basic,10,2022-09-01,2023-06-27,Germany,42,Female,Laptop,1
286,Premium,14,2022-10-14,2023-06-27,France,50,Female,Laptop,1
287,Basic,10,2022-10-16,2023-06-26,Brazil,43,Male,Smartphone,1
288,Standard,14,2022-10-20,2023-06-28,Mexico,51,Male,Smart TV,1
289,Standard,15,2022-11-20,2023-06-25,Spain,34,Female,Smart TV,1
290,Basic,12,2022-11-25,2023-06-30,Italy,48,Male,Smartphone,1
291,Premium,13,2022-12-04,2023-06-27,United States,29,Female,Tablet,1
292,Basic,11,2022-12-12,2023-06-27,Canada,43,Female,Laptop,1
293,Standard,14,2022-12-09,2023-06-25,United Kingdom,39,Female,Laptop,1
294,Premium,10,2022-10-15,2023-06-29,Australia,50,Male,Laptop,1
295,Basic,14,2022-10-03,2023-06-27,Germany,45,Male,Laptop,1
296,Basic,12,2022-10-01,2023-06-27,France,48,Female,Tablet,1
297,Basic,13,2022-11-02,2023-06-24,Brazil,40,Male,Smartphone,1
298,Standard,14,2022-11-03,2023-06-27,Mexico,41,Male,Tablet,1
299,Premium,10,2022-10-30,2023-06-27,Spain,27,Male,Smartphone,1
300,Basic,11,2022-10-30,2023-06-28,Italy,36,Male,Laptop,1
301,Basic,10,2022-09-27,2023-06-24,United States,36,Female,Laptop,1
302,Premium,11,2022-09-14,2023-06-27,Canada,44,Male,Tablet,1
303,Standard,12,2022-06-11,2023-06-26,United Kingdom,45,Male,Tablet,1
304,Standard,12,2022-06-11,2023-06-29,Australia,33,Female,Smartphone,1
305,Basic,13,2022-05-24,2023-06-26,Germany,47,Male,Smart TV,1
306,Premium,13,2022-07-06,2023-06-27,France,45,Male,Tablet,1
307,Standard,11,2022-07-08,2023-06-28,Brazil,29,Female,Smart TV,1
308,Basic,13,2022-10-27,2023-06-27,Mexico,31,Male,Smart TV,1
309,Standard,11,2022-08-09,2023-06-28,Spain,31,Male,Smartphone,1
310,Premium,15,2022-06-14,2023-06-26,Italy,49,Female,Smartphone,1
311,Basic,15,2022-06-07,2023-06-27,United States,29,Female,Smartphone,1
312,Premium,12,2022-05-27,2023-06-26,Canada,50,Male,Laptop,1
313,Standard,13,2022-05-27,2023-06-27,United Kingdom,36,Female,Laptop,1
314,Basic,10,2022-04-21,2023-06-26,Australia,28,Male,Laptop,1
315,Standard,15,2022-04-28,2023-06-27,Germany,47,Female,Smart TV,1
316,Premium,12,2022-05-27,2023-06-25,France,50,Female,Laptop,1
317,Basic,15,2022-08-25,2023-06-28,Brazil,44,Female,Tablet,1
318,Standard,10,2022-09-02,2023-06-27,Mexico,39,Female,Laptop,1
319,Premium,14,2022-08-22,2023-06-26,Spain,32,Female,Smartphone,1
320,Basic,15,2022-08-02,2023-06-27,Italy,30,Female,Laptop,1
321,Premium,12,2022-06-22,2023-06-27,United States,33,Female,Smartphone,1
322,Basic,15,2022-06-04,2023-06-27,Canada,44,Male,Smartphone,1
323,Standard,14,2022-05-31,2023-06-26,United Kingdom,40,Male,Smartphone,1
324,Standard,15,2022-05-22,2023-06-27,Australia,32,Male,Tablet,1
325,Basic,13,2022-05-29,2023-06-27,Germany,32,Male,Tablet,1
326,Premium,11,2022-06-11,2023-06-27,France,30,Male,Smartphone,1
327,Basic,12,2022-07-06,2023-06-26,Brazil,32,Female,Smartphone,1
328,Standard,12,2022-07-26,2023-06-27,Mexico,45,Female,Tablet,1
329,Premium,11,2022-07-22,2023-06-25,Spain,35,Female,Smart TV,1
330,Basic,10,2022-07-06,2023-06-26,Italy,40,Female,Smart TV,1
331,Premium,14,2022-07-08,2023-06-26,United States,29,Female,Tablet,1
332,Basic,14,2022-07-22,2023-06-26,Canada,31,Male,Tablet,1
333,Standard,15,2022-07-24,2023-06-27,United Kingdom,43,Female,Smart TV,1
334,Standard,11,2022-07-28,2023-06-28,Australia,34,Male,Smart TV,1
335,Basic,10,2022-08-11,2023-06-25,Germany,47,Female,Tablet,1
336,Premium,12,2022-09-02,2023-06-26,France,35,Male,Laptop,1
337,Basic,13,2022-10-11,2023-06-27,Brazil,36,Male,Laptop,1
338,Standard,12,2022-10-15,2023-06-27,Mexico,33,Male,Tablet,1
339,Premium,13,2022-10-05,2023-06-25,Spain,30,Female,Laptop,1
340,Basic,14,2022-09-13,2023-06-25,Italy,44,Female,Smartphone,1
341,Premium,13,2022-08-24,2023-06-26,United States,44,Female,Laptop,1
342,Basic,11,2022-08-09,2023-06-26,Canada,41,Female,Laptop,1
343,Standard,13,2022-08-06,2023-06-25,United Kingdom,46,Male,Smart TV,1
344,Standard,13,2022-08-07,2023-06-26,Australia,42,Female,Smartphone,1
345,Basic,10,2022-08-08,2023-06-25,Germany,48,Female,Smart TV,1
346,Premium,15,2022-08-31,2023-06-26,France,37,Male,Tablet,1
347,Basic,14,2022-09-21,2023-06-28,Brazil,29,Male,Smartphone,1
348,Standard,14,2022-10-05,2023-06-26,Mexico,30,Male,Smart TV,1
349,Premium,14,2022-11-02,2023-06-26,Spain,28,Male,Smartphone,1
350,Basic,10,2022-11-02,2023-06-28,Italy,44,Female,Smartphone,1
351,Premium,11,2022-11-02,2023-06-28,United States,34,Female,Smart TV,1
352,Basic,10,2022-09-20,2023-06-26,Canada,38,Male,Laptop,1
353,Standard,14,2022-08-10,2023-06-26,United Kingdom,34,Female,Smartphone,1
354,Standard,10,2022-08-16,2023-06-28,Australia,40,Female,Laptop,1
355,Basic,15,2022-10-12,2023-06-27,Germany,32,Female,Tablet,1
356,Premium,11,2022-10-14,2023-06-30,France,38,Male,Smart TV,1
357,Basic,15,2022-10-18,2023-06-26,Brazil,39,Male,Smartphone,1
358,Standard,12,2022-11-11,2023-06-28,Mexico,34,Female,Smart TV,1
